"id","method","path","summary","request_schema","success_response_schema","error_response_schemas","status","issue","frontend_target","destructive","confirmation","backend_prerequisite","canonical_status","last_verified"
"230","GET","/admin/merchant-place-claims","상점 장소 Claim 요청 목록 조회","-","200:AdminMerchantPlaceClaimPageResponse","-","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"231","GET","/admin/merchant-place-claims/{claimId}","상점 장소 Claim 요청 상세 조회","-","200:AdminMerchantPlaceClaimResponse","-","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"232","POST","/admin/merchant-place-claims/{claimId}/review","상점 장소 Claim 요청 심사","MerchantPlaceClaimReviewRequest","200:AdminMerchantPlaceClaimResponse","-","removed","#207","호출 근거 없음","no","작업 dialog 또는 form 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"233","GET","/admin/merchant-verifications","Merchant 검증 신청 목록 조회","-","200:AdminMerchantVerificationPageResponse","400:ErrorResponse","removed","#203","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"234","GET","/admin/merchant-verifications/{userId}","Merchant 검증 신청 상세 조회","-","200:AdminMerchantVerificationResponse","404:ErrorResponse","removed","#203","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"235","POST","/admin/merchant-verifications/{userId}/review","Merchant 신원 및 사업자 수동 심사","MerchantVerificationReviewRequest","200:AdminMerchantVerificationResponse","400:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#203","호출 근거 없음","no","작업 dialog 또는 form 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"236","GET","/admin/place-registration-applications","관리자 장소 등록 신청 목록 조회","page,limit","200:PlaceRegistrationPageResponse","401:ErrorResponse|403:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"237","GET","/admin/place-registration-applications/{id}","관리자 장소 등록 신청 상세 조회","-","200:PlaceRegistrationResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"238","POST","/admin/place-registration-applications/{id}/approve","관리자 장소 등록 신청 승인","PlaceRegistrationReviewRequest","200:PlaceRegistrationResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#207","호출 근거 없음","no","심사 사유 + 확인 dialog","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"239","GET","/admin/posts","관리자 게시글 목록 조회","-","200:AdminPostResponse","400:AdminPostResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"240","GET","/admin/posts/{id}","관리자 게시글 상세 조회","-","200:AdminPostItem","404:-","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"241","GET","/admin/ad","광고 목록 조회","-","200:AdminAdListResponse","-","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"242","GET","/admin/ad/{adId}","광고 상세 조회","-","200:AdminAdListItem","-","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"243","GET","/users/me/merchant-verification","내 신원·사업자 검증 조회","-","200:MerchantVerificationResponse","401:ErrorResponse|404:ErrorResponse","removed","#203","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"244","POST","/users/me/merchant-verification","신원·사업자 검증 신청·재신청","MerchantVerificationRequest","201:MerchantVerificationResponse","400:ErrorResponse|401:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#203","호출 근거 없음","no","상점주 정보 선행·사업자등록번호 형식 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"245","PUT","/users/me/merchant-verification","내 신원·사업자 검증 수정","MerchantVerificationRequest","200:MerchantVerificationResponse","400:ErrorResponse|401:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#203","호출 근거 없음","no","상점주 정보 선행·사업자등록번호 형식 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"246","GET","/merchant-owner/place-claims","내 상점 장소 Claim 요청 목록 조회","-","200:MerchantPlaceClaimPageResponse","401:ErrorResponse|403:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"247","GET","/merchant-owner/place-claims/{claimId}","내 상점 장소 Claim 요청 상세 조회","-","200:MerchantPlaceClaimResponse","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"248","POST","/merchant-owner/place-claims","상점 장소 Claim 요청 생성","MerchantPlaceClaimRequest","201:MerchantPlaceClaimResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#207","호출 근거 없음","no","장소 선택·신청 사유 필수","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"249","POST","/merchant-owner/place-claims/{claimId}/cancel","상점 장소 Claim 요청 취소","-","200:MerchantPlaceClaimResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","yes","경고 dialog + 명시적 확정","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"250","GET","/merchant-owner/place-claims/{claimId}/attachments","상점 장소 Claim 첨부파일 목록 조회","-","200:MerchantPlaceClaimAttachmentResponse[]","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"251","POST","/merchant-owner/place-claims/{claimId}/attachments","상점 장소 Claim 첨부파일 업로드","multipart/form-data(file,documentType)","200:MerchantPlaceClaimAttachmentResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#207","호출 근거 없음","no","파일 유형·크기 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"252","POST","/merchant-owner/place-claims/{claimId}/attachments/reorder","상점 장소 Claim 대표 이미지 순서 변경","attachmentIds[]","200:-","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","no","대표 이미지 전체 순서 검증","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"253","DELETE","/merchant-owner/place-claims/{claimId}/attachments/{attachmentId}","상점 장소 Claim 첨부파일 삭제","-","204:-","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","yes","경고 dialog + 명시적 확정","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"254","GET","/admin/data-quality/issues","데이터 품질 이슈 목록 조회","-","200:DataQualityIssueResponse[]","401:ErrorResponse|403:ErrorResponse","blocked","#207","src/api/adminDataQualityApi.ts::getAdminDataQualityIssues -> src/hooks/useAdminDataQualityIssues.ts","no","최근 미해결 최대 100건 조회","사용 중 호출의 계약 확인 필요","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"255","POST","/admin/place-registration-applications/{id}/reject","관리자 장소 등록 신청 반려","PlaceRegistrationReviewRequest","200:PlaceRegistrationResponse","400:ErrorResponse|401:ErrorResponse|403:ErrorResponse|404:ErrorResponse|409:ErrorResponse","removed","#207","호출 근거 없음","yes","심사 사유 + 확인 dialog","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"256","GET","/admin/merchant-place-claims/{claimId}/attachments","관리자 Merchant 장소 Claim 증빙 목록 조회","-","200:AdminMerchantPlaceClaimAttachmentResponse[]","401:ErrorResponse|403:ErrorResponse","removed","#207","호출 근거 없음","no","해당 없음","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
"257","GET","/admin/merchant-place-claims/{claimId}/attachments/{attachmentId}/content","관리자 Merchant 장소 Claim 증빙 다운로드","-","200:byte","401:ErrorResponse|403:ErrorResponse|404:ErrorResponse","removed","#207","호출 근거 없음","no","명시적 다운로드","통합 신청 등 대체 사용; 구형 호출 근거 없음","현재 Admin/Merchant 문서에 없음; 서버 삭제 확정 아님","2026-09-16T10:57:26.133Z"
